words,labels,contexts,pos
",",0,group_0,PUNCT
”,0,group_0,PUNCT
ujistil,0,group_0,VERB
syna,0,group_0,NOUN
.,0,group_0,PUNCT
„,1,group_0,PUNCT
Za,1,group_0,ADP
chvíli,0,group_0,NOUN
se,0,group_0,PRON
vzpamatuje,0,group_0,VERB
.,0,group_0,PUNCT
”,0,group_0,NOUN
„,0,group_0,PUNCT
Určitě,0,group_0,ADV
",",0,group_0,PUNCT
tati,0,group_0,NOUN
?,0,group_0,PUNCT
”,0,group_0,PUNCT
řekl,0,group_0,VERB
chlapec,0,group_0,NOUN
a,0,group_0,CCONJ
zajíkl,0,group_0,VERB
se,0,group_0,PRON
.,0,group_0,PUNCT
„,0,group_0,PUNCT
Určitě,0,group_0,ADV
se,0,group_0,PRON
vzpamatuje,0,group_0,VERB
?,0,group_0,PUNCT
”,0,group_0,PUNCT
Oskar,0,group_0,PROPN
jeho,0,group_0,DET
pohled,0,group_0,NOUN
nedokázal,0,group_0,VERB
snést,1,group_0,VERB
.,1,group_0,PUNCT
„,0,group_0,PUNCT
Určitě,0,group_0,ADV
.,0,group_0,PUNCT
Vždycky,0,group_0,ADV
pár,0,group_0,NOUN
vteřin,0,group_0,NOUN
trvá,0,group_0,VERB
",",0,group_0,PUNCT
než,0,group_0,SCONJ
se,0,group_0,PRON
mu,0,group_0,PRON
zase,0,group_0,ADV
okysličí,0,group_0,VERB
krev,0,group_0,NOUN
.,0,group_0,PUNCT
”,0,group_0,PUNCT
„,0,group_0,PUNCT
Přísahej,0,group_0,VERB
",",0,group_0,PUNCT
”,0,group_0,PUNCT
žádal,0,group_0,VERB
ho,0,group_0,PRON
syn,0,group_0,NOUN
.,0,group_0,PUNCT
V,0,group_0,ADP
jeho,0,group_0,DET
očích,0,group_0,NOUN
byly,0,group_0,AUX
slzy,0,group_0,NOUN
.,0,group_0,PUNCT
Oskar,0,group_0,PROPN
k,0,group_0,ADP
němu,0,group_0,PRON
přiklekl,0,group_0,VERB
a,0,group_0,CCONJ
uchopil,0,group_0,VERB
ho,0,group_0,PRON
za,0,group_0,ADP
ramena,0,group_0,NOUN
.,0,group_0,PUNCT
„,0,group_0,PUNCT
Přísahám,0,group_0,VERB
ti,0,group_0,PRON
",",0,group_0,PUNCT
že,0,group_0,SCONJ
se,0,group_0,PRON
za,1,group_0,ADP
chvíli,0,group_0,NOUN
vzpamatuje,0,group_0,VERB
!,0,group_0,PUNCT
”,0,group_0,PUNCT
řekl,0,group_0,VERB
s,0,group_0,ADP
maximální,0,group_0,ADJ
možnou,0,group_0,ADJ
přesvědčivostí,0,group_0,NOUN
.,0,group_0,PUNCT
V,1,group_0,ADP
duchu,1,group_0,NOUN
se,0,group_0,PRON
modlil,0,group_0,VERB
",",0,group_0,PUNCT
aby,0,group_0,_
toho,0,group_0,DET
leklýho,0,group_0,ADJ
chcípáka,0,group_0,NOUN
konečně,0,group_0,ADV
ztratili,0,group_0,VERB
z,0,group_0,ADP
dohledu,0,group_0,NOUN
.,0,group_0,PUNCT
Ani,0,group_0,PART
večer,0,group_0,NOUN
se,0,group_0,PRON
příliš,0,group_0,ADV
nepovedl,0,group_0,VERB
.,0,group_0,PUNCT
a,0,group_10,CCONJ
co,0,group_10,PRON
Nikolka,0,group_10,PROPN
kdyžs,0,group_10,SCONJ
jí,0,group_10,PRON
to,0,group_10,DET
dala,0,group_10,VERB
",",0,group_10,PUNCT
říká,0,group_10,VERB
",",0,group_10,PUNCT
já,0,group_10,PRON
takový,0,group_10,DET
doma,0,group_10,ADV
mám,0,group_10,VERB
.,0,group_10,PUNCT
já,0,group_10,PRON
říkám,0,group_10,VERB
.,0,group_10,PUNCT
jo,0,group_10,PART
.,0,group_10,PUNCT
přesně,0,group_10,ADV
.,0,group_10,PUNCT
ano,0,group_10,PART
",",0,group_10,PUNCT
a,0,group_10,CCONJ
já,0,group_10,PRON
sem,0,group_10,ADV
jí,0,group_10,PRON
a,0,group_10,CCONJ
už,0,group_10,ADV
předtým,0,group_10,ADJ
sem,0,group_10,ADV
jí,0,group_10,PRON
říkala,0,group_10,VERB
.,0,group_10,PUNCT
já,0,group_10,PRON
sem,0,group_10,ADV
ti,0,group_10,PRON
kúpila,0,group_10,VERB
takový,0,group_10,DET
oranžový,0,group_10,ADJ
nátělníček,0,group_10,NOUN
a,0,group_10,CCONJ
.,0,group_10,PUNCT
ona,0,group_10,PRON
říká,0,group_10,VERB
",",0,group_10,PUNCT
já,0,group_10,PRON
sem,0,group_10,ADV
si,0,group_10,PRON
na,1,group_10,ADP
to,0,group_10,DET
akorát,0,group_10,ADV
myslela,0,group_10,VERB
.,0,group_10,PUNCT
že,0,group_10,SCONJ
bych,0,group_10,AUX
od,1,group_10,ADP
tebe,0,group_10,PRON
mohla,0,group_10,VERB
dostat,0,group_10,VERB
neco,0,group_10,PRON
oranžového,0,group_10,ADJ
",",0,group_10,PUNCT
ne,0,group_10,PART
ju,0,group_10,PRON
nekdy,0,group_10,ADV
fakt,0,group_10,PART
napadne,1,group_10,VERB
ona,0,group_10,PRON
má,0,group_10,VERB
takové,0,group_10,DET
jakože,0,group_10,SCONJ
hlášky,1,group_10,NOUN
.,1,group_10,PUNCT
že,0,group_10,SCONJ
to,0,group_10,DET
to,0,group_10,DET
bys,0,group_10,AUX
.,0,group_10,PUNCT
jako,0,group_10,SCONJ
ona,0,group_10,PRON
zkouší,0,group_10,VERB
no,0,group_10,PART
.,0,group_10,PUNCT
ale,0,group_10,CCONJ
má,0,group_10,VERB
doma,0,group_10,ADV
ňáký,0,group_10,DET
oranžový,0,group_10,ADJ
ale,0,group_10,CCONJ
mmm,0,group_10,ADV
ne,0,group_10,PART
šatičky,0,group_10,NOUN
jako,0,group_10,SCONJ
má,0,group_10,VERB
enom,0,group_10,ADV
ňáké,0,group_10,DET
tričko,0,group_10,NOUN
.,0,group_10,PUNCT
má,0,group_10,VERB
tričko,0,group_10,NOUN
oranžové,0,group_10,ADJ
to,0,group_10,DET
vlastně,0,group_10,ADV
dostala,0,group_10,VERB
ode,1,group_10,ADP
mě,0,group_10,PRON
",",0,group_10,PUNCT
jedno,0,group_10,NUM
.,0,group_10,PUNCT
pak,0,group_10,ADV
má,0,group_10,VERB
eště,0,group_10,ADV
druhé,0,group_10,ADJ
ňáké,0,group_10,ADJ
",",0,group_10,PUNCT
ale,0,group_10,CCONJ
jako,0,group_10,SCONJ
šatičky,0,group_10,NOUN
oranžové,0,group_10,ADJ
nemá,0,group_10,VERB
.,0,group_10,PUNCT
ale,0,group_10,CCONJ
tak,0,group_10,ADV
to,0,group_10,DET
ona,0,group_10,PRON
všechno,0,group_10,DET
pláce,1,group_10,VERB
dohromady,0,group_10,ADV
-,0,group_10,PUNCT
ale,0,group_10,CCONJ
ne,0,group_10,PART
šak,0,group_10,ADV
to,0,group_10,DET
je,0,group_10,AUX
takový,0,group_10,DET
nátělník,0,group_10,NOUN
.,0,group_10,PUNCT
ale,0,group_10,CCONJ
",",0,group_10,PUNCT
a,0,group_10,CCONJ
tož,0,group_10,PART
tak,0,group_10,ADV
no,0,group_10,PART
.,0,group_10,PUNCT
tak,0,group_10,ADV
sem,0,group_10,ADV
ale,0,group_10,CCONJ
já,0,group_10,PRON
sem,0,group_10,ADV
tento,0,group_10,DET
týden,0,group_10,NOUN
neměla,0,group_10,VERB
čas,0,group_10,NOUN
to,0,group_10,DET
",",0,group_10,PUNCT
já,0,group_10,PRON
sem,0,group_10,ADV
si,0,group_10,PRON
myslela,0,group_10,VERB
že,0,group_10,SCONJ
to,0,group_10,DET
tam,0,group_10,ADV
bude,0,group_10,AUX
že,0,group_10,SCONJ
to,0,group_10,DET
přešiju,0,group_10,VERB
.,0,group_10,PUNCT
enomže,0,group_10,CCONJ
sem,0,group_10,ADV
",",0,group_10,PUNCT
jezdila,0,group_10,VERB
do,0,group_10,ADP
toho,0,group_10,DET
Kyjova,0,group_10,PROPN
",",0,group_10,PUNCT
pracovně,0,group_10,ADV
.,0,group_10,PUNCT
takže,0,group_10,SCONJ
to,0,group_10,DET
já,0,group_10,PRON
nemám,0,group_10,VERB
čas,0,group_10,NOUN
",",0,group_10,PUNCT
já,0,group_10,PRON
dyž,0,group_10,SCONJ
su,0,group_10,AUX
v,0,group_10,ADP
Kyjově,0,group_10,PROPN
tak,0,group_10,ADV
dojedu,0,group_10,VERB
dom,0,group_10,ADV
o,1,group_10,ADP
půl,0,group_10,NUM
šesté,0,group_10,ADJ
",",0,group_10,PUNCT
fakt,0,group_10,PART
?,0,group_10,PUNCT
ano,0,group_10,PART
",",0,group_10,PUNCT
já,0,group_10,PRON
jedu,0,group_10,VERB
",",0,group_10,PUNCT
eee,0,group_10,INTJ
.,0,group_10,PUNCT
tam,0,group_10,ADV
je,0,group_10,AUX
totiž,0,group_10,CCONJ
pracovní,0,group_10,ADJ
doba,0,group_10,NOUN
od,1,group_10,ADP
osmi,0,group_10,NUM
do,1,group_10,ADP
čtyřech,0,group_10,NUM
",",0,group_10,PUNCT
otevřené,1,group_10,ADJ
je,0,group_10,AUX
tam,0,group_10,ADV
od,1,group_10,ADP
osmi,0,group_10,NUM
do,1,group_10,ADP
čtyř,0,group_10,NUM
.,0,group_10,PUNCT
takže,0,group_10,SCONJ
já,0,group_10,PRON
.,0,group_10,PUNCT
vyjedu,1,group_10,VERB
v,1,group_10,ADP
sedum,0,group_10,NOUN
",",0,group_10,PUNCT
ráno,0,group_10,ADV
z,0,group_10,ADP
Veselí,0,group_10,PROPN
.,0,group_10,PUNCT
ve,1,group_10,ADP
štyři,0,group_10,NUM
zavírám,1,group_10,VERB
",",1,group_10,PUNCT
a,0,group_10,CCONJ
šesnác,0,group_10,NUM
třicet,0,group_10,NUM
pět,0,group_10,NUM
mně,0,group_10,PRON
jede,0,group_10,VERB
vlak,0,group_10,NOUN
",",0,group_10,PUNCT
takže,0,group_10,SCONJ
je,0,group_10,AUX
až,0,group_10,PART
po,1,group_10,ADP
páté,0,group_10,ADJ
ve,0,group_10,ADP
Veselí,0,group_10,PROPN
a,0,group_10,CCONJ
já,0,group_10,PRON
fakt,0,group_10,PART
dojdu,0,group_10,VERB
dom,0,group_10,ADV
o,1,group_10,ADP
půl,0,group_10,NUM
šesté,0,group_10,ADJ
",",0,group_10,PUNCT
ty,0,group_10,PRON
jo,0,group_10,PART
a,0,group_10,CCONJ
v,1,group_10,ADP
kolik,0,group_10,DET
vycház,0,group_10,VERB
*,0,group_10,PUNCT
v,1,group_10,ADP
kolik,0,group_10,DET
vstáváš,0,group_10,VERB
ráno,0,group_10,ADV
",",0,group_10,PUNCT
eee,0,group_10,INTJ
.,0,group_10,PUNCT
v,1,group_10,ADP
šest,0,group_10,NUM
hmm,0,group_10,NOUN
jo,0,group_10,PART
",",0,group_10,PUNCT
takže,0,group_10,SCONJ
",",0,group_10,PUNCT
vidíš,1,group_10,VERB
.,1,group_10,PUNCT
jako,0,group_10,SCONJ
.,0,group_10,PUNCT
v,0,group_10,ADP
Kyjově,0,group_10,PROPN
zas,0,group_10,ADV
odpočívám,0,group_10,VERB
teda,0,group_10,CCONJ
tam,0,group_10,ADV
nikdo,0,group_10,PRON
nechodí,1,group_10,VERB
",",1,group_10,PUNCT
ale,0,group_10,CCONJ
tož,0,group_10,PART
",",0,group_10,PUNCT
je,0,group_10,AUX
to,0,group_10,DET
tam,0,group_10,ADV
.,0,group_10,PUNCT
nadlúho,0,group_10,ADV
.,0,group_10,PUNCT
a,0,group_10,CCONJ
nechodí,1,group_10,VERB
tam,0,group_10,ADV
moc,0,group_10,ADV
lidí,0,group_10,NOUN
jako,0,group_10,SCONJ
?,0,group_10,PUNCT
tam,0,group_10,ADV
nechodí,1,group_10,VERB
.,1,group_10,PUNCT
tam,0,group_10,ADV
fakt,0,group_10,PART
třeba,0,group_10,ADV
je,0,group_10,AUX
deset,0,group_10,NUM
lidí,0,group_10,NOUN
za,1,group_10,ADP
den,0,group_10,NOUN
",",0,group_10,PUNCT
a,0,group_10,CCONJ
ve,0,group_10,ADP
Veselí,0,group_10,PROPN
víc,0,group_10,ADV
.,0,group_10,PUNCT
jako,0,group_10,SCONJ
",",0,group_10,PUNCT
no,0,group_10,PART
ve,0,group_10,ADP
Veselí,0,group_10,PROPN
jeden,0,group_10,NUM
za,1,group_10,ADP
druhým,0,group_10,ADJ
",",0,group_10,PUNCT
a,0,group_10,CCONJ
jakto,0,group_10,ADV
?,0,group_10,PUNCT
jak,0,group_10,ADV
.,0,group_10,PUNCT
tož,0,group_10,PART
v,0,group_10,ADP
Kyjově,0,group_10,PROPN
máme,0,group_10,VERB
",",0,group_10,PUNCT
tisíc,0,group_10,NUM
pojištěnců,0,group_10,NOUN
u,1,group_10,ADP
nasí,0,group_10,NOUN
u,1,group_10,ADP
naší,0,group_10,DET
pojišťovny,0,group_10,NOUN
",",0,group_10,PUNCT
a,0,group_10,CCONJ
ve,0,group_10,ADP
Veselí,0,group_10,PROPN
přes,1,group_10,ADP
šest,0,group_10,NUM
tisíc,0,group_10,NUM
",",0,group_10,PUNCT
takže,0,group_10,SCONJ
vlastně,0,group_10,ADV
logicky,0,group_10,ADV
k,1,group_10,ADP
nám,0,group_10,PRON
chodí,1,group_10,VERB
šestkrát,0,group_10,ADV
tolik,0,group_10,DET
lidí,0,group_10,NOUN
",",0,group_10,PUNCT
takže,0,group_10,SCONJ
dyž,0,group_10,SCONJ
do,0,group_10,ADP
Kyjova,0,group_10,PROPN
dojde,1,group_10,VERB
deset,0,group_10,NUM
tak,0,group_10,ADV
k,1,group_10,ADP
nám,0,group_10,PRON
šedesát,0,group_10,NUM
že,0,group_10,SCONJ
",",0,group_10,PUNCT
a,0,group_10,CCONJ
jaktože,0,group_10,SCONJ
je,0,group_10,AUX
tady,0,group_10,ADV
toli,0,group_10,DET
*,0,group_10,PUNCT
o,1,group_10,ADP
tolik,0,group_10,DET
víc,0,group_10,ADV
jako,0,group_10,SCONJ
?,0,group_10,PUNCT
tož,0,group_10,PART
protože,0,group_10,SCONJ
",",0,group_10,PUNCT
tady,0,group_10,ADV
byly,0,group_10,AUX
železárny,0,group_10,NOUN
",",0,group_10,PUNCT
a,0,group_10,CCONJ
vlasně,0,group_10,ADV
to,0,group_10,DET
dyž,0,group_10,SCONJ
začalo,0,group_10,VERB
",",0,group_10,PUNCT
tak,0,group_10,ADV
eee,0,group_10,INTJ
",",0,group_10,PUNCT
závodní,0,group_10,ADJ
doktor,0,group_10,NOUN
z,1,group_10,ADP
železáren,0,group_10,NOUN
všecky,0,group_10,DET
",",0,group_10,PUNCT
posílal,0,group_10,VERB
k,1,group_10,ADP
nas,0,group_10,PRON
*,0,group_10,PUNCT
k,1,group_10,ADP
naší,0,group_10,DET
pojišťovně,0,group_10,NOUN
zdravotní,0,group_10,ADJ
.,0,group_10,PUNCT
takže,0,group_10,SCONJ
to,0,group_10,DET
bylo,0,group_10,AUX
tak,0,group_10,ADV
",",0,group_10,PUNCT
aha,0,group_10,PART
.,0,group_10,PUNCT
tak,0,group_10,ADV
to,0,group_10,DET
je,0,group_10,AUX
dobré,0,group_10,ADJ
ne,0,group_10,PART
?,0,group_10,PUNCT
tož,0,group_10,PART
ba,0,group_10,PART
jasně,0,group_10,ADV
",",0,group_10,PUNCT
to,0,group_10,DET
je,0,group_10,AUX
výborné,0,group_10,ADJ
",",0,group_10,PUNCT
takže,0,group_10,SCONJ
tak,0,group_10,ADV
tak,0,group_10,ADV
tak,0,group_10,ADV
tak,0,group_10,ADV
sem,1,group_10,ADV
si,1,group_10,PRON
říkala,1,group_10,VERB
jak,0,group_10,ADV
bude,0,group_10,AUX
o,1,group_10,ADP
víkendu,0,group_10,NOUN
krásně,0,group_10,ADV
.,0,group_10,PUNCT
že,0,group_10,SCONJ
pojedeme,0,group_10,VERB
do,0,group_10,ADP
Luhačovic,0,group_10,PROPN
",",0,group_10,PUNCT
na,1,group_10,ADP
to,0,group_10,DET
otvírání,1,group_10,NOUN
pramenů,0,group_10,NOUN
a,0,group_10,CCONJ
nic,0,group_10,PRON
nic,0,group_10,PRON
.,0,group_10,PUNCT
A,0,group_10,CCONJ
kdy,0,group_10,ADV
to,0,group_10,DET
mělo,0,group_10,VERB
byt,0,group_10,VERB
",",0,group_10,PUNCT
to,0,group_10,DET
to,0,group_10,DET
bylo,0,group_10,AUX
dnes,0,group_10,ADV
.,0,group_10,PUNCT
no,0,group_10,PART
ale,0,group_10,CCONJ
nevim,0,group_10,VERB
jak,0,group_10,ADV
jim,0,group_10,PRON
to,0,group_10,DET
vyšlo,1,group_10,VERB
.,1,group_10,PUNCT
prtože,0,group_10,SCONJ
tam,0,group_10,ADV
bylo,0,group_10,AUX
",",0,group_10,PUNCT
od,1,group_10,ADP
jedné,0,group_10,NUM
hodiny,0,group_10,NOUN
tam,0,group_10,ADV
byl,0,group_10,AUX
jarmak,0,group_10,NOUN
",",0,group_10,PUNCT
v,0,group_10,ADP
té,0,group_10,DET
nádražní,0,group_10,ADJ
ulici,0,group_10,NOUN
ale,0,group_10,CCONJ
my,0,group_10,PRON
sme,0,group_10,AUX
tam,0,group_10,ADV
nikdy,0,group_10,ADV
nebyli,0,group_10,AUX
ani,0,group_10,CCONJ
s,0,group_10,ADP
taťkou,0,group_10,NOUN
tak,0,group_10,ADV
já,0,group_10,PRON
nevím,0,group_10,VERB
jak,0,group_10,ADV
to,0,group_10,DET
tam,0,group_10,ADV
vypadá,0,group_10,VERB
",",0,group_10,PUNCT
ale,0,group_10,CCONJ
od,1,group_10,ADP
jedné,0,group_10,NUM
hodiny,0,group_10,NOUN
jarmak,0,group_10,NOUN
a,0,group_10,CCONJ
teďka,0,group_10,ADV
nevím,0,group_10,VERB
jesi,0,group_10,PRON
eee,0,group_10,PART
od,1,group_10,ADP
odpoledne,0,group_10,NOUN
prostě,0,group_10,ADV
tam,0,group_10,ADV
výstava,0,group_10,NOUN
veteránů,0,group_10,NOUN
aut,0,group_10,NOUN
a,0,group_10,CCONJ
eee,0,group_10,X
kol,1,group_10,NOUN
a,0,group_10,CCONJ
veteráni,0,group_10,NOUN
cyk,0,group_10,NOUN
*,0,group_10,PUNCT
cyklisti,0,group_10,NOUN
tam,0,group_10,ADV
ňákou,0,group_10,DET
jízdu,0,group_10,NOUN
na,0,group_10,ADP
tom,0,group_10,DET
lázeňském,0,group_10,ADJ
náměstí,0,group_10,NOUN
u,0,group_10,ADP
Jurkovičového,0,group_10,ADJ
domu,0,group_10,NOUN
a,0,group_10,CCONJ
tak,0,group_10,ADV
sem,0,group_10,ADV
si,0,group_10,PRON
právě,0,group_10,ADV
tak,0,group_10,ADV
naplánovala,0,group_10,VERB
že,0,group_10,SCONJ
pěkně,0,group_10,ADV
.,0,group_10,PUNCT
dyž,0,group_10,SCONJ
bude,0,group_10,AUX
",",0,group_10,PUNCT
krásně,0,group_10,ADV
tak,0,group_10,ADV
si,0,group_10,PRON
dám,0,group_10,VERB
.,0,group_10,PUNCT
dlúhú,0,group_10,X
sukňu,0,group_10,NOUN
",",0,group_10,PUNCT
klobouk,0,group_10,NOUN
",",0,group_10,PUNCT
háčkované,0,group_10,ADJ
rukavičky,0,group_10,NOUN
",",0,group_10,PUNCT
Nikolce,0,group_10,PROPN
taky,0,group_10,ADV
",",0,group_10,PUNCT
šatičky,0,group_10,NOUN
",",0,group_10,PUNCT
klobouček,0,group_10,NOUN
",",0,group_10,PUNCT
a,0,group_10,CCONJ
ty,0,group_10,DET
pro,0,group_10,ADP
ňu,0,group_10,PRON
máš,0,group_10,VERB
jako,0,group_10,SCONJ
ňáké,0,group_10,DET
šatičky,0,group_10,NOUN
aj,0,group_10,ADJ
.,0,group_10,PUNCT
no,0,group_10,PART
jo,0,group_10,PART
?,0,group_10,PUNCT
no,0,group_10,PART
mám,0,group_10,VERB
.,0,group_10,PUNCT
dyby,0,group_10,SCONJ
bylo,0,group_10,AUX
teplo,0,group_10,NOUN
tak,0,group_10,ADV
sem,0,group_10,ADV
měla,0,group_10,VERB
naplánované,0,group_10,ADJ
eee,0,group_10,X
no,0,group_10,PART
.,0,group_10,PUNCT
takové,0,group_10,DET
šaty,0,group_10,NOUN
jako,0,group_10,SCONJ
co,0,group_10,PRON
by,0,group_10,AUX
měla,0,group_10,VERB
dlúhé,0,group_10,ADJ
jesi,0,group_10,PRON
by,0,group_10,AUX
jo,0,group_10,PART
do,1,group_10,ADP
toho,0,group_10,DET
chtěla,0,group_10,VERB
jít,1,group_10,VERB
",",1,group_10,PUNCT
jo,0,group_10,PART
pane,0,group_10,NOUN
",",0,group_10,PUNCT
jo,0,group_10,PART
a,0,group_10,CCONJ
tak,0,group_10,ADV
to,0,group_10,DET
v,1,group_10,ADP
létě,0,group_10,NOUN
že,0,group_10,SCONJ
jo,0,group_10,PART
až,0,group_10,SCONJ
bude,0,group_10,AUX
třeba,0,group_10,ADV
aj,0,group_10,CCONJ
ňáká,0,group_10,DET
akce,0,group_10,NOUN
to,0,group_10,DET
jako,0,group_10,SCONJ
ani,0,group_10,CCONJ
nemusí,0,group_10,VERB
být,0,group_10,AUX
akce,0,group_10,NOUN
.,0,group_10,PUNCT
že,0,group_10,SCONJ
jo,0,group_10,PART
když,0,group_10,SCONJ
se,0,group_10,PRON
tak,0,group_10,ADV
oblečete,0,group_10,VERB
.,0,group_10,PUNCT
šak,0,group_10,ADV
nemusí,0,group_10,VERB
to,0,group_10,DET
možem,0,group_10,VERB
jít,0,group_10,VERB
aj,0,group_10,CCONJ
do,0,group_10,ADP
Veselí,0,group_10,PROPN
do,0,group_10,ADP
cukrárny,0,group_10,NOUN
.,0,group_10,PUNCT
no,0,group_10,PART
",",0,group_10,PUNCT
no,0,group_10,PART
",",0,group_10,PUNCT
hledět,0,group_10,VERB
a,0,group_10,CCONJ
že,0,group_10,SCONJ
ten,0,group_10,DET
klobouček,0,group_10,NOUN
ten,0,group_10,DET
si,0,group_10,PRON
zkoušela,0,group_10,VERB
teďka,0,group_10,ADV
dneska,0,group_10,ADV
.,0,group_10,PUNCT
jo,0,group_10,PART
no,0,group_10,PART
on,0,group_10,PRON
je,0,group_10,AUX
trošku,0,group_10,ADV
",",0,group_10,PUNCT
možná,0,group_10,ADV
by,0,group_10,AUX
ho,0,group_10,PRON
chtělo,0,group_10,VERB
trošku,0,group_10,ADV
namočit,0,group_10,VERB
.,0,group_10,PUNCT
Jako,0,group_10,SCONJ
a,0,group_10,CCONJ
eee,0,group_10,X
natahnút,0,group_10,X
na,0,group_10,ADP
neco,0,group_10,PRON
vlhký,0,group_10,ADJ
.,0,group_10,PUNCT
aby,0,group_10,_
uschl,0,group_10,VERB
roztahlý,0,group_10,ADJ
.,0,group_10,PUNCT
mně,0,group_10,PRON
se,1,group_10,PRON
zdá,1,group_10,VERB
že,0,group_10,SCONJ
by,0,group_10,AUX
mohl,0,group_10,VERB
být,0,group_10,AUX
trošk,0,group_10,ADV
*,0,group_10,SYM
jako,0,group_10,SCONJ
volnější,0,group_10,ADJ
",",0,group_10,PUNCT
že,0,group_10,SCONJ
že,0,group_10,SCONJ
je,0,group_10,AUX
jí,0,group_10,PRON
trochu,0,group_10,ADV
malý,0,group_10,ADJ
jako,0,group_10,SCONJ
",",0,group_10,PUNCT
ale,0,group_10,CCONJ
to,0,group_10,DET
by,0,group_10,AUX
se,0,group_10,PRON
dalo,0,group_10,VERB
roztahnút,0,group_10,VERB
vlhké,0,group_10,ADJ
dyby,0,group_10,SCONJ
to,0,group_10,DET
bylo,0,group_10,AUX
.,0,group_10,PUNCT
Po,1,group_12,ADP
dvaceti,0,group_12,NUM
letech,0,group_12,NOUN
konečně,0,group_12,ADV
vidíme,0,group_12,VERB
na,0,group_12,ADP
konci,0,group_12,NOUN
dlouhého,0,group_12,ADJ
a,0,group_12,CCONJ
vysilujícího,1,group_12,ADJ
tunelu,1,group_12,NOUN
první,0,group_12,ADJ
paprsky,1,group_12,NOUN
světla,1,group_12,NOUN
.,1,group_12,PUNCT
Jak,0,group_12,ADV
upozorňoval,0,group_12,VERB
pan,0,group_12,NOUN
poslanec,0,group_12,NOUN
Milana,0,group_12,PROPN
a,0,group_12,CCONJ
další,0,group_12,ADJ
",",0,group_12,PUNCT
ještě,0,group_12,ADV
mnoho,0,group_12,DET
toho,0,group_12,DET
zbývá,0,group_12,VERB
udělat,0,group_12,VERB
",",0,group_12,PUNCT
ale,0,group_12,CCONJ
mnozí,0,group_12,ADJ
z,0,group_12,ADP
nás,0,group_12,PRON
se,0,group_12,PRON
připravovali,0,group_12,VERB
na,1,group_12,ADP
nejhorší,0,group_12,ADJ
a,0,group_12,CCONJ
očekávali,0,group_12,VERB
",",0,group_12,PUNCT
že,0,group_12,SCONJ
znovu,0,group_12,ADV
propukne,0,group_12,VERB
občanská,0,group_12,ADJ
válka,0,group_12,NOUN
.,0,group_12,PUNCT
Blahopřeji,0,group_12,VERB
proto,0,group_12,CCONJ
severu,0,group_12,NOUN
i,0,group_12,CCONJ
jihu,0,group_12,NOUN
země,0,group_12,NOUN
k,1,group_12,ADP
prvním,0,group_12,ADJ
výsledkům,0,group_12,NOUN
tohoto,0,group_12,DET
referenda,0,group_12,NOUN
Až,1,group_12,PART
do,1,group_12,ADP
vyhlášení,1,group_12,NOUN
nezávislosti,0,group_12,NOUN
záleží,0,group_12,VERB
na,1,group_12,ADP
každém,0,group_12,DET
dni,0,group_12,NOUN
.,0,group_12,PUNCT
Nikdo,0,group_12,PRON
si,0,group_12,PRON
nemůže,0,group_12,VERB
dovolit,0,group_12,VERB
udělat,0,group_12,VERB
chybný,1,group_12,ADJ
krok,1,group_12,NOUN
",",1,group_12,PUNCT
ani,0,group_12,CCONJ
v,0,group_12,ADP
Chartúmu,0,group_12,PROPN
",",0,group_12,PUNCT
ani,0,group_12,CCONJ
v,0,group_12,ADP
Jubě,0,group_12,PROPN
",",0,group_12,PUNCT
ani,0,group_12,CCONJ
v,0,group_12,ADP
Bruselu,0,group_12,PROPN
nebo,0,group_12,CCONJ
v,0,group_12,ADP
Africké,0,group_12,ADJ
unii,0,group_12,NOUN
v,0,group_12,ADP
Addis,0,group_12,X
Abebě,0,group_12,PROPN
.,0,group_12,PUNCT
Například,0,group_12,PART
je,0,group_12,AUX
určitě,0,group_12,ADV
zapotřebí,0,group_12,ADV
uvítat,1,group_12,VERB
myšlenku,0,group_12,NOUN
otevřít,1,group_12,VERB
delegaci,0,group_12,NOUN
EU,0,group_12,PROPN
se,0,group_12,ADP
zvláštním,0,group_12,ADJ
statusem,0,group_12,NOUN
",",0,group_12,PUNCT
dokud,0,group_12,SCONJ
nebude,0,group_12,AUX
skutečně,0,group_12,ADV
vyhlášena,1,group_12,ADJ
nezávislost,0,group_12,NOUN
.,0,group_12,PUNCT
Súdán,1,group_12,PROPN
se,0,group_12,PRON
chystá,1,group_12,VERB
nám,0,group_12,PRON
",",0,group_12,PUNCT
mezinárodnímu,0,group_12,ADJ
společenství,0,group_12,NOUN
",",0,group_12,PUNCT
pěkně,1,group_12,ADV
spočítat,1,group_12,VERB
cynismus,0,group_12,NOUN
a,0,group_12,CCONJ
krize,0,group_12,NOUN
",",0,group_12,PUNCT
které,0,group_12,DET
mnohdy,0,group_12,ADV
spíše,0,group_12,PART
z,1,group_12,ADP
rezignace,0,group_12,NOUN
než,0,group_12,SCONJ
jiného,0,group_12,ADJ
důvodu,0,group_12,NOUN
považujeme,0,group_12,VERB
za,1,group_12,ADP
neřešitelné,0,group_12,ADJ
.,0,group_12,PUNCT
Pane,0,group_12,NOUN
předsedající,0,group_12,ADJ
",",0,group_12,PUNCT
vítám,1,group_12,VERB
",",1,group_12,PUNCT
že,0,group_12,SCONJ
jižní,0,group_12,ADJ
Súdán,0,group_12,PROPN
bude,0,group_12,AUX
